"","X",".groups","time","HR1","HR2","Resp1","Resp2","HR1x","HR2x","Resp1x","Resp2x"
"1",1,1,7.4532083,-0.830107632611061,-0.704319842726459,-0.505591074602032,1.40660139204081,-0.830107632611061,-0.704319842726459,-0.505591074602032,1.40660139204081
"2",2,2,7.454875,-0.428353172424294,0.375472306342503,-0.617060005121023,1.889581403705,-0.428353172424294,0.375472306342503,-0.617060005121023,1.889581403705
"3",3,3,7.4565417,1.6418920047405,1.3785262898671,0.968223399374296,1.00304948746532,1.6418920047405,1.3785262898671,0.968223399374296,1.00304948746532
"4",4,4,7.4582083,-1.13220526131766,1.3785262898671,1.42874515618849,1.22003929613423,-1.13220526131766,1.3785262898671,1.42874515618849,1.22003929613423
"5",5,5,7.459875,1.00292795186869,1.2498470464837,0.210725688965054,-0.81467900095075,1.00292795186869,1.2498470464837,0.210725688965054,-0.81467900095075
"6",6,6,7.4615417,0.454979964741778,-0.843897912085275,-0.0837462607731489,-0.614117905209749,0.454979964741778,-0.843897912085275,-0.0837462607731489,-0.614117905209749
"7",7,7,7.4632083,0.502175004257778,-0.809460250205166,0.716075416772918,-0.547217231704165,0.502175004257778,-0.809460250205166,0.716075416772918,-0.547217231704165
"8",8,8,7.464875,-0.969964598012006,-0.908270386304409,0.923821311274458,-0.142154103654038,-0.969964598012006,-0.908270386304409,0.923821311274458,-0.142154103654038
"9",9,9,7.4665417,-0.999919252560958,-0.00969832241181344,-0.751774507763936,2.0307480177021,-0.999919252560958,-0.00969832241181344,-0.751774507763936,2.0307480177021
"10",10,10,7.4682083,0.421404417884711,-0.827781694097142,-0.735837964404604,-0.656354264382399,0.421404417884711,-0.827781694097142,-0.735837964404604,-0.656354264382399
"11",11,11,7.469875,-0.888617960589921,1.3785262898671,-0.606488997950081,-1.16385695743907,-0.888617960589921,1.3785262898671,-0.606488997950081,-1.16385695743907
"12",12,12,7.4715417,0.820813527371904,-0.798249325219154,0.44186285597019,-1.32193560677338,0.820813527371904,-0.798249325219154,0.44186285597019,-1.32193560677338
"13",13,13,7.4732083,0.572500962182073,-0.37363443260114,0.230475546439739,-0.284171577540917,0.572500962182073,-0.37363443260114,0.230475546439739,-0.284171577540917
"14",14,14,7.474875,-1.38563069103257,-0.222315773382796,1.79823844607726,0.993918765876633,-1.38563069103257,-0.222315773382796,1.79823844607726,0.993918765876633
"15",15,15,7.4765417,-0.778880235751933,1.3785262898671,-0.981704345331864,0.29266114803246,-0.778880235751933,1.3785262898671,-0.981704345331864,0.29266114803246
"16",16,16,7.4782083,-0.453534832567094,-0.671855385775206,1.29044895515116,0.481681991785308,-0.453534832567094,-0.671855385775206,1.29044895515116,0.481681991785308
"17",17,17,7.479875,0.692724461972333,-0.551007363618295,1.07941077930045,-0.930269538560753,0.692724461972333,-0.551007363618295,1.07941077930045,-0.930269538560753
"18",18,18,7.4815417,0.860849075278677,-1.77353614723032,1.12491458116322,1.34996804447105,0.860849075278677,-1.77353614723032,1.12491458116322,1.34996804447105
"19",19,19,7.4832083,-0.596313199716632,-0.294813088292342,0.0351446923651311,-0.48977551412677,-0.596313199716632,-0.294813088292342,0.0351446923651311,-0.48977551412677
"20",20,20,7.484875,-0.841381774570419,0.617459711508984,0.646661088142656,-0.0120302559417443,-0.841381774570419,0.617459711508984,0.646661088142656,-0.0120302559417443
"21",21,21,7.4865417,-0.28475187520473,-0.856192970476529,-0.722008330620084,-0.48161639450959,-0.28475187520473,-0.856192970476529,-0.722008330620084,-0.48161639450959
"22",22,22,7.4882083,1.13632491621993,-0.0927782577202432,0.444833228405389,-1.12365126055017,1.13632491621993,-0.0927782577202432,0.444833228405389,-1.12365126055017
"23",23,23,7.489875,-0.100116023820407,-1.25351349051651,-0.586615671374311,0.456462122243448,-0.100116023820407,-1.25351349051651,-0.586615671374311,0.456462122243448
"24",24,24,7.4915417,-2.19061265623145,0.075759314569474,-1.11042331839354,-0.41559136665836,-2.19061265623145,0.075759314569474,-1.11042331839354,-0.41559136665836
"25",25,25,7.4932083,0.714573255331528,-0.617108702093513,-0.059457743310175,-0.60479987405731,0.714573255331528,-0.617108702093513,-0.059457743310175,-0.60479987405731
"26",26,26,7.494875,0.172509218205301,-0.617108702093513,-0.101072986730055,1.52591970864355,0.172509218205301,-0.617108702093513,-0.101072986730055,1.52591970864355
"27",27,27,7.4965417,-0.634044543427331,-0.598043969768399,-0.354111862169404,0.104488331510579,-0.634044543427331,-0.598043969768399,-0.354111862169404,0.104488331510579
"28",28,28,7.4982083,-1.19783393440225,-0.936332193923243,1.47596500754651,-0.822610091533798,-1.19783393440225,-0.936332193923243,1.47596500754651,-0.822610091533798
"29",29,29,7.499875,1.1479693767108,0.0255360132585109,-0.0837462607731489,-0.0424374319277174,1.1479693767108,0.0255360132585109,-0.0837462607731489,-0.0424374319277174
"30",30,30,7.5015417,0.915944243466928,-0.854447679956728,-0.239976067470901,-0.272567590729557,0.915944243466928,-0.854447679956728,-0.239976067470901,-0.272567590729557
"31",31,31,7.5032083,-0.402389728714969,-0.765561060424774,0.716052433051054,0.631179455339891,-0.402389728714969,-0.765561060424774,0.716052433051054,0.631179455339891
"32",32,32,7.504875,-0.699385190987407,1.3785262898671,-0.489326671186466,1.16597871092782,-0.699385190987407,1.3785262898671,-0.489326671186466,1.16597871092782
"33",33,33,7.5065417,-0.832946741352651,1.3785262898671,0.902697902802655,0.0547174539881485,-0.832946741352651,1.3785262898671,0.902697902802655,0.0547174539881485
