"","X",".groups","time","HR1","HR2","Resp1","Resp2","HR1x","HR2x","Resp1x","Resp2x"
"1",1,1,19.008543,-0.282815944350203,0.394917546776207,-0.452605392772576,0.456943002656651,-0.282815944350203,0.394917546776207,-0.452605392772576,0.456943002656651
"2",2,2,19.010208,-0.0319365971606422,0.783056269438484,-2.12608776426394,0.643995585866523,-0.0319365971606422,0.783056269438484,-2.12608776426394,0.643995585866523
"3",3,3,19.011876,-0.433774104156506,0.394917546776207,-0.772946453138017,1.00240941164784,-0.433774104156506,0.394917546776207,-0.772946453138017,1.00240941164784
"4",4,4,19.013543,0.532430141004243,0.783056269438484,0.940073518843508,0.841132639978334,0.532430141004243,0.783056269438484,0.940073518843508,0.841132639978334
"5",5,5,19.015209,-0.489682481794156,-0.634042035518717,0.30538865157635,1.21436771090194,-0.489682481794156,-0.634042035518717,0.30538865157635,1.21436771090194
"6",6,6,19.016874,-0.295518796290807,0.890072441445416,-0.121002668433419,0.0787568555698113,-0.295518796290807,0.890072441445416,-0.121002668433419,0.0787568555698113
"7",7,7,19.018541,-0.221573160352449,-1.63318476103045,0.322182437813133,1.22316036495442,-0.221573160352449,-1.63318476103045,0.322182437813133,1.22316036495442
"8",8,8,19.020208,-0.295518796290807,0.761908269518886,-0.025290502116458,1.50203443963292,-0.295518796290807,0.761908269518886,-0.025290502116458,1.50203443963292
"9",9,9,19.021875,-0.428134196185867,0.454350718964043,-0.125696774110202,-0.0602563635382582,-0.428134196185867,0.454350718964043,-0.125696774110202,-0.0602563635382582
"10",10,10,19.02354,-0.214814135083118,-0.110902503024868,0.0934761152932164,-0.94250651523962,-0.214814135083118,-0.110902503024868,0.0934761152932164,-0.94250651523962
"11",11,11,19.025209,2.26762008800804,-1.37019297409927,1.87908738244962,-0.553775512483863,2.26762008800804,-1.37019297409927,1.87908738244962,-0.553775512483863
"12",12,12,19.026877,-0.221573160352449,0.0337607550458309,-2.1191634911625,-0.77055452539646,-0.221573160352449,0.0337607550458309,-2.1191634911625,-0.77055452539646
"13",13,13,19.028542,-0.394126168457779,-1.14756469735947,-1.02279402695256,1.050439830117,-0.394126168457779,-1.14756469735947,-1.02279402695256,1.050439830117
"14",14,14,19.030208,0.124621106413871,0.933462303349418,-0.632243297515136,-0.408790477709054,0.124621106413871,0.933462303349418,-0.632243297515136,-0.408790477709054
"15",15,15,19.031876,-0.276409116533431,4.15845389764013,-0.452417398957842,-1.65854942770803,-0.276409116533431,4.15845389764013,-0.452417398957842,-1.65854942770803
"16",16,16,19.033542,-0.394126168457779,0.534658425555275,0.326949289486533,1.07123993696709,-0.394126168457779,0.534658425555275,0.326949289486533,1.07123993696709
"17",17,17,19.035207,-0.0742439797809156,0.933462303349418,-1.01697500658515,-0.737187324644075,-0.0742439797809156,0.933462303349418,-1.01697500658515,-0.737187324644075
"18",18,18,19.036874,0.0152342761247417,0.297381512664268,-0.025290502116458,-0.548244350164724,0.0152342761247417,0.297381512664268,-0.025290502116458,-0.548244350164724
"19",19,19,19.038541,-0.123191352846105,-1.26029629865502,0.408796966865689,-1.91546592224129,-0.123191352846105,-1.26029629865502,0.408796966865689,-1.91546592224129
"20",20,20,19.040208,2.52743480328726,0.201668581993673,0.212694805522728,-1.00011594626549,2.52743480328726,0.201668581993673,0.212694805522728,-1.00011594626549
"21",21,21,19.041874,-0.316377591486734,-0.0571209515052001,0.508995011052623,-0.989093836975467,-0.316377591486734,-0.0571209515052001,0.508995011052623,-0.989093836975467
"22",22,22,19.043542,0.226004994380399,0.394917546776207,0.34407938273561,-1.07425327814392,0.226004994380399,0.394917546776207,0.34407938273561,-1.07425327814392
"23",23,23,19.045209,0.500093982711626,-1.63318476103045,-1.22156435579876,-1.21571717578258,0.500093982711626,-1.63318476103045,-1.22156435579876,-1.21571717578258
"24",24,24,19.046876,-2.53126822513414,0.30618480594253,0.42337351349534,-0.706558748622356,-2.53126822513414,0.30618480594253,0.42337351349534,-0.706558748622356
"25",25,25,19.048542,0.161697763272434,0.5548948737542,-0.763505538228685,0.405076269380735,0.161697763272434,0.5548948737542,-0.763505538228685,0.405076269380735
"26",26,26,19.050208,-2.53126822513414,-0.58582094949515,-0.0964008154961777,-0.443003685233881,-2.53126822513414,-0.58582094949515,-0.0964008154961777,-0.443003685233881
"27",27,27,19.051876,2.3389102342996,-2.26960647205913,-1.37795281297001,-0.627727017065169,2.3389102342996,-2.26960647205913,-1.37795281297001,-0.627727017065169
"28",28,28,19.05354,-0.203460713831531,-1.81329972400085,-0.350889735223831,0.783262753844657,-0.203460713831531,-1.81329972400085,-0.350889735223831,0.783262753844657
"29",29,29,19.055207,1.7413221746265,0.454350718964043,-0.332548923759442,-0.0304353047038089,1.7413221746265,0.454350718964043,-0.332548923759442,-0.0304353047038089
"30",30,30,19.056875,0.38922823970373,0.30618480594253,-0.428571045082641,-0.843896322114008,0.38922823970373,0.30618480594253,-0.428571045082641,-0.843896322114008
"31",31,31,19.058541,-2.53126822513414,0.348793029710187,0.976586820723353,0.0372806616852097,-2.53126822513414,0.348793029710187,0.976586820723353,0.0372806616852097
"32",32,32,19.060207,-2.53126822513414,-0.00984605616769199,-1.30584305737957,1.11745992253535,-2.53126822513414,-0.00984605616769199,-1.30584305737957,1.11745992253535
"33",33,33,19.061876,0.226004994380399,-1.30183571056606,1.64864957549969,-0.590470195926964,0.226004994380399,-1.30183571056606,1.64864957549969,-0.590470195926964
"34",34,34,19.063543,-0.0319365971606422,-0.760200793659765,0.68370084531669,1.45010772071171,-0.0319365971606422,-0.760200793659765,0.68370084531669,1.45010772071171
"35",35,35,19.065209,-2.53126822513414,0.575222477125193,0.155039992927175,0.658311372663585,-2.53126822513414,0.575222477125193,0.155039992927175,0.658311372663585
"36",36,36,19.066876,-0.187374391981513,0.761908269518886,-0.473248923092425,0.874212867784221,-0.187374391981513,0.761908269518886,-0.473248923092425,0.874212867784221
"37",37,37,19.068542,3.81828020003554e-05,0.414607063942729,-0.440433204018621,0.242266726149351,3.81828020003554e-05,0.414607063942729,-0.440433204018621,0.242266726149351
