"","X",".groups","time","HR1","HR2","Resp1","Resp2","HR1x","HR2x","Resp1x","Resp2x"
"1",1,1,11.010608,-0.410805142150248,0.199186708141729,-0.719399149353734,-0.528664090471388,-0.410805142150248,0.199186708141729,-0.719399149353734,-0.528664090471388
"2",2,2,11.012275,-0.205691211907612,2.18339729208875,0.0322923579956743,0.0236603713841679,-0.205691211907612,2.18339729208875,0.0322923579956743,0.0236603713841679
"3",3,3,11.013941,0.577112956883509,-0.633342410850115,-2.43853705221105,-0.494995449555576,0.577112956883509,-0.633342410850115,-2.43853705221105,-0.494995449555576
"4",4,4,11.015607,-0.518263221728011,0.563016134323103,0.862043323402829,1.24943368919368,-0.518263221728011,0.563016134323103,0.862043323402829,1.24943368919368
"5",5,5,11.017277,-0.937835263046131,0.00700547107066508,0.681490540395058,-0.046091293824006,-0.937835263046131,0.00700547107066508,0.681490540395058,-0.046091293824006
"6",6,6,11.018943,-0.613995270456708,-1.01723960410249,1.11678653026719,-0.402616751559075,-0.613995270456708,-1.01723960410249,1.11678653026719,-0.402616751559075
"7",7,7,11.020607,0.404967495249949,-0.780007039141191,-0.588642446299532,-0.195830567484318,0.404967495249949,-0.780007039141191,-0.588642446299532,-0.195830567484318
"8",8,8,11.022275,1.55907643087672,0.392773902683995,-1.58298801066445,-0.668708636503022,1.55907643087672,0.392773902683995,-1.58298801066445,-0.668708636503022
"9",9,9,11.023941,1.59013209070355,0.179665140376089,0.359435242040449,-0.00373689893995182,1.59013209070355,0.179665140376089,0.359435242040449,-0.00373689893995182
"10",10,10,11.025609,1.89088646005887,-0.63019670744332,-1.04171179121705,0.320501558247776,1.89088646005887,-0.63019670744332,-1.04171179121705,0.320501558247776
"11",11,11,11.027276,0.877775716622825,0.519022814716952,0.859830702122225,-1.32644170346402,0.877775716622825,0.519022814716952,0.859830702122225,-1.32644170346402
"12",12,12,11.028942,0.686128399933414,0.218809423926879,0.77102210118286,-0.251081146443162,0.686128399933414,0.218809423926879,0.77102210118286,-0.251081146443162
"13",13,13,11.030607,-0.71857680809181,0.563016134323103,1.33218637764017,-0.294103354378049,-0.71857680809181,0.563016134323103,1.33218637764017,-0.294103354378049
"14",14,14,11.032275,-2.22484446724696,-0.598507032930497,1.07963447628693,-1.03157721390766,-2.22484446724696,-0.598507032930497,1.07963447628693,-1.03157721390766
"15",15,15,11.033941,0.935581384324077,-1.52898789401688,1.30705197686527,1.09077623578963,0.935581384324077,-1.52898789401688,1.30705197686527,1.09077623578963
"16",16,16,11.035609,0.490267040907618,0.277981015340864,0.710445792850502,-0.372216416455217,0.490267040907618,0.277981015340864,0.710445792850502,-0.372216416455217
"17",17,17,11.037276,0.982119069256305,1.18001905334073,-1.36715629692009,-2.61072546783545,0.982119069256305,1.18001905334073,-1.36715629692009,-2.61072546783545
"18",18,18,11.03894,-1.08990722561995,0.863324604251517,-1.79698745638999,1.01383392831454,-1.08990722561995,0.863324604251517,-1.79698745638999,1.01383392831454
"19",19,19,11.040608,-0.352633035984962,-0.54789256396715,-0.87230227078714,1.28035831834213,-0.352633035984962,-0.54789256396715,-0.87230227078714,1.28035831834213
"20",20,20,11.042275,-0.18068178673734,-1.31644556061823,0.594168714377412,-0.382053024053288,-0.18068178673734,-1.31644556061823,0.594168714377412,-0.382053024053288
"21",21,21,11.043942,-1.03402535985487,-0.250921978682603,0.48152819499451,-0.83692798692741,-1.03402535985487,-0.250921978682603,0.48152819499451,-0.83692798692741
"22",22,22,11.045608,-0.544280352674374,-0.268825178136065,0.891495943812971,-0.0947245113249341,-0.544280352674374,-0.268825178136065,0.891495943812971,-0.0947245113249341
"23",23,23,11.047276,0.239531521892838,0.711197982906844,0.262123203350626,-0.56331990806737,0.239531521892838,0.711197982906844,0.262123203350626,-0.56331990806737
"24",24,24,11.04894,0.374380876657089,0.542179642303821,1.89253421571828,-0.451163736116217,0.374380876657089,0.542179642303821,1.89253421571828,-0.451163736116217
"25",25,25,11.050608,-0.033050395980704,-0.81230360177108,-1.8082925855924,0.274512569831301,-0.033050395980704,-0.81230360177108,-1.8082925855924,0.274512569831301
