"","X",".groups","time","HR1","HR2","Resp1","Resp2","HR1x","HR2x","Resp1x","Resp2x"
"1",1,1,27.992025,0.124760064743161,-0.656218863587001,-0.423236218556731,1.2853147461433,0.124760064743161,-0.656218863587001,-0.423236218556731,1.2853147461433
"2",2,2,27.993692,-0.327409325723845,-0.745188900903484,-1.06580825912551,1.08483447442256,-0.327409325723845,-0.745188900903484,-1.06580825912551,1.08483447442256
"3",3,3,27.99536,0.183173194436885,-0.527106783936683,-1.00037278265526,1.2754170728387,0.183173194436885,-0.527106783936683,-1.00037278265526,1.2754170728387
"4",4,4,27.997023,-0.56347451396504,1.30383908209479,0.28202763765327,-0.668330522713118,-0.56347451396504,1.30383908209479,0.28202763765327,-0.668330522713118
"5",5,5,27.998691,0.499050062214803,-0.874925287349745,0.721436422600751,-1.0385382571298,0.499050062214803,-0.874925287349745,0.721436422600751,-1.0385382571298
"6",6,6,28.000358,0.367723838582258,-1.99704408576714,1.41259033499688,1.01323797800803,0.367723838582258,-1.99704408576714,1.41259033499688,1.01323797800803
"7",7,7,28.002024,-0.321296990746074,1.09433612845644,-1.825931376744,0.606623992994748,-0.321296990746074,1.09433612845644,-1.825931376744,0.606623992994748
"8",8,8,28.003692,-0.0163936463505354,1.18494149572019,0.793120259734821,-1.31956671635751,-0.0163936463505354,1.18494149572019,0.793120259734821,-1.31956671635751
"9",9,9,28.005358,0.499050062214803,-0.644750069714174,-0.602177955408211,0.524083539594027,0.499050062214803,-0.644750069714174,-0.602177955408211,0.524083539594027
"10",10,10,28.007026,0.982752648262144,-0.684559106297543,0.117967583357925,0.387477411359779,0.982752648262144,-0.684559106297543,0.117967583357925,0.387477411359779
"11",11,11,28.008693,-0.47294025735001,-1.85034146706273,1.72948829461571,-0.171904313786942,-0.47294025735001,-1.85034146706273,1.72948829461571,-0.171904313786942
"12",12,12,28.010359,-0.292294767889672,-0.745188900903484,-0.548812514524192,-1.14125616616821,-0.292294767889672,-0.745188900903484,-0.548812514524192,-1.14125616616821
"13",13,13,28.012025,-0.13434916410631,1.61182200956677,0.35958576124734,0.969549290190669,-0.13434916410631,1.61182200956677,0.35958576124734,0.969549290190669
"14",14,14,28.013693,1.77354898144486,1.43811559437997,-0.29030759135178,1.00389660796487,1.77354898144486,1.43811559437997,-0.29030759135178,1.00389660796487
"15",15,15,28.015358,-2.41775618917748,-2.23333599346822,0.34995229556798,-1.03150304668705,-2.41775618917748,-2.23333599346822,0.34995229556798,-1.03150304668705
"16",16,16,28.017023,2.07411095477994,-0.519351604476561,-1.34751859639046,1.38187357721426,2.07411095477994,-0.519351604476561,-1.34751859639046,1.38187357721426
"17",17,17,28.018692,-2.41775618917748,-0.252062358845367,0.799200749479314,0.526819292280505,-2.41775618917748,-0.252062358845367,0.799200749479314,0.526819292280505
"18",18,18,28.020358,-0.47294025735001,-0.638759757542581,-0.796400937365622,1.34179427992521,-0.47294025735001,-0.638759757542581,-0.796400937365622,1.34179427992521
"19",19,19,28.022024,-2.41775618917748,0.664998828352155,0.113518359851326,-0.656385615556826,-2.41775618917748,0.664998828352155,0.113518359851326,-0.656385615556826
"20",20,20,28.023692,0.057467020832464,-0.712393837432423,1.35438492579646,-0.593441884328829,0.057467020832464,-0.712393837432423,1.35438492579646,-0.593441884328829
"21",21,21,28.02536,-0.385276575507267,-0.430318378213121,-1.86748299714422,1.35276825853475,-0.385276575507267,-0.430318378213121,-1.86748299714422,1.35276825853475
"22",22,22,28.027026,0.0775678197886876,0.147007435666171,-0.538197388524656,1.14542903512844,0.0775678197886876,0.147007435666171,-0.538197388524656,1.14542903512844
"23",23,23,28.028692,-0.512557508868688,-0.86493195538838,1.00668962235104,-0.0813413772464688,-0.512557508868688,-0.86493195538838,1.00668962235104,-0.0813413772464688
"24",24,24,28.030359,-0.329438405839633,-0.481754181036712,1.26183328541448,-1.17013584955241,-0.329438405839633,-0.481754181036712,1.26183328541448,-1.17013584955241
"25",25,25,28.032024,-0.504082693685432,-0.849823478170788,-0.586691965313953,-1.19213189298197,-0.504082693685432,-0.849823478170788,-0.586691965313953,-1.19213189298197
"26",26,26,28.033692,-0.37802644998683,1.51571162124406,0.461589581218682,-1.86163904014821,-0.37802644998683,1.51571162124406,0.461589581218682,-1.86163904014821
"27",27,27,28.035357,1.63301905116414,0.664998828352155,-0.305219236255725,-0.778848118316812,1.63301905116414,0.664998828352155,-0.305219236255725,-0.778848118316812
"28",28,28,28.037023,0.396965105718026,1.21799689765272,-2.03191133220282,-1.14736492135727,0.396965105718026,1.21799689765272,-2.03191133220282,-1.14736492135727
"29",29,29,28.038692,-0.0948968201588801,1.50000916792506,0.899718949228895,1.37710616062974,-0.0948968201588801,1.50000916792506,0.899718949228895,1.37710616062974
"30",30,30,28.040358,0.298113771596586,-0.719485532949488,0.63392754409832,0.0145498382976561,0.298113771596586,-0.719485532949488,0.63392754409832,0.0145498382976561
"31",31,31,28.042025,2.5041215715005,-0.803647207347222,1.23775139550547,-0.731752019259503,2.5041215715005,-0.803647207347222,1.23775139550547,-0.731752019259503
"32",32,32,28.043692,-0.373110232642686,0.744932846253681,0.794725760205031,-0.586548351862198,-0.373110232642686,0.744932846253681,0.794725760205031,-0.586548351862198
"33",33,33,28.04536,0.284465877602232,-0.378547673970653,-0.595475523231904,0.439865058093596,0.284465877602232,-0.378547673970653,-0.595475523231904,0.439865058093596
"34",34,34,28.047025,-0.426117261957244,0.0102349599761661,0.670874883527736,-2.24460811503714,-0.426117261957244,0.0102349599761661,0.670874883527736,-2.24460811503714
"35",35,35,28.048692,-1.4617690739181,-1.54469969007554,1.18197575991211,0.521082667586111,-1.4617690739181,-1.54469969007554,1.18197575991211,0.521082667586111
"36",36,36,28.050358,-0.0948968201588801,-0.690151328103302,1.07512689561384,0.124749239102516,-0.0948968201588801,-0.690151328103302,1.07512689561384,0.124749239102516
"37",37,37,28.052024,-0.492091045297958,-0.622187824313447,0.292690499751738,1.42231967164367,-0.492091045297958,-0.622187824313447,0.292690499751738,1.42231967164367
"38",38,38,28.053691,1.82933075989302,-0.914250928488888,0.148296977643273,-2.33257035318531,1.82933075989302,-0.914250928488888,0.148296977643273,-2.33257035318531
"39",39,39,28.055357,-0.11971182468447,-0.766673142869112,1.22335311423689,-0.369490810694831,-0.11971182468447,-0.766673142869112,1.22335311423689,-0.369490810694831
"40",40,40,28.057024,0.131609294755913,1.04128900748543,0.912831950690918,-1.45250246457646,0.131609294755913,1.04128900748543,0.912831950690918,-1.45250246457646
"41",41,41,28.058692,-0.47294025735001,-0.621591320654166,0.120522637224627,-0.651290627792546,-0.47294025735001,-0.621591320654166,0.120522637224627,-0.651290627792546
"42",42,42,28.060359,-0.41499317079242,1.74537184896193,1.02665099514896,1.73677174609088,-0.41499317079242,1.74537184896193,1.02665099514896,1.73677174609088
"43",43,43,28.062025,-0.41499317079242,1.74537184896193,-1.58862148206909,-1.41418807744898,-0.41499317079242,1.74537184896193,-1.58862148206909,-1.41418807744898
"44",44,44,28.063693,0.164438260364257,0.8885613226886,1.59247134208069,-0.336268658632644,0.164438260364257,0.8885613226886,1.59247134208069,-0.336268658632644
"45",45,45,28.06536,0.195813718267747,-1.00903441211443,0.153005710259125,-1.66571956054407,0.195813718267747,-1.00903441211443,0.153005710259125,-1.66571956054407
"46",46,46,28.067024,-0.0540535166974465,-1.4555725966314,1.00039490644828,0.723410172372582,-0.0540535166974465,-1.4555725966314,1.00039490644828,0.723410172372582
"47",47,47,28.068692,0.0348890233603224,0.566171315310266,0.570031834533487,-0.272763032723389,0.0348890233603224,0.566171315310266,0.570031834533487,-0.272763032723389
"48",48,48,28.070358,0.131609294755913,0.0102349599761661,1.14179389092208,0.371589606988212,0.131609294755913,0.0102349599761661,1.14179389092208,0.371589606988212
"49",49,49,28.072024,0.218233978063042,1.66117257714075,-0.235536743555097,0.919749094485263,0.218233978063042,1.66117257714075,-0.235536743555097,0.919749094485263
"50",50,50,28.073691,0.298113771596586,-0.0500404233537685,0.763146031899831,-0.553890933202103,0.298113771596586,-0.0500404233537685,0.763146031899831,-0.553890933202103
"51",51,51,28.075358,1.7315692497207,-0.867825630025363,0.0416661966541191,0.921286132783599,1.7315692497207,-0.867825630025363,0.0416661966541191,0.921286132783599
"52",52,52,28.077026,-0.0330923304129735,-0.485698435105813,-0.402825086540976,-0.798253097800539,-0.0330923304129735,-0.485698435105813,-0.402825086540976,-0.798253097800539
"53",53,53,28.078692,1.15396614163655,1.74537184896193,0.0199147664320634,-0.225392179898178,1.15396614163655,1.74537184896193,0.0199147664320634,-0.225392179898178
"54",54,54,28.080359,0.198993566435068,-0.695743549909061,1.67493020725997,-1.37260520435869,0.198993566435068,-0.695743549909061,1.67493020725997,-1.37260520435869
"55",55,55,28.082026,-0.369213395035157,-0.580346315251182,0.349743932279011,-1.30484175526538,-0.369213395035157,-0.580346315251182,0.349743932279011,-1.30484175526538
"56",56,56,28.083693,0.27769391233947,-0.962015453494235,-0.664202196980197,-1.9585768834613,0.27769391233947,-0.962015453494235,-0.664202196980197,-1.9585768834613
"57",57,57,28.085358,-0.411257655808938,-0.178903459836647,-0.922999030871871,-0.258487449741311,-0.411257655808938,-0.178903459836647,-0.922999030871871,-0.258487449741311
"58",58,58,28.087024,-0.260317038856407,-0.208335607550618,0.104478355401897,0.826390878142661,-0.260317038856407,-0.208335607550618,0.104478355401897,0.826390878142661
"59",59,59,28.088692,1.27807342878931,0.24662481054503,-0.5045909215391,0.907755326921904,1.27807342878931,0.24662481054503,-0.5045909215391,0.907755326921904
"60",60,60,28.090358,0.183173194436885,-0.739754651465119,1.13263794051807,0.790074434350596,0.183173194436885,-0.739754651465119,1.13263794051807,0.790074434350596
"61",61,61,28.092023,-0.167789551597599,0.775561160733562,0.155837861842962,-2.33352063648964,-0.167789551597599,0.775561160733562,0.155837861842962,-2.33352063648964
"62",62,62,28.093692,-0.504082693685432,1.43811559437997,0.870875329451342,0.853443371550648,-0.504082693685432,1.43811559437997,0.870875329451342,0.853443371550648
"63",63,63,28.09536,1.15396614163655,1.74537184896193,0.926153778300014,0.513230765761872,1.15396614163655,1.74537184896193,0.926153778300014,0.513230765761872
"64",64,64,28.097025,-0.023129762141287,-0.410635021235788,-1.35994902872359,1.5467005475339,-0.023129762141287,-0.410635021235788,-1.35994902872359,1.5467005475339
"65",65,65,28.098692,2.52316667520496,1.72834242775682,1.32292723774418,-0.917672663871173,2.52316667520496,1.72834242775682,1.32292723774418,-0.917672663871173
"66",66,66,28.100359,1.04560035764355,-1.39937774986216,0.183009792441702,-0.897518864240422,1.04560035764355,-1.39937774986216,0.183009792441702,-0.897518864240422
"67",67,67,28.102026,-0.0330923304129735,-1.53552781442463,-0.0217855548477673,0.681021618696761,-0.0330923304129735,-1.53552781442463,-0.0217855548477673,0.681021618696761
"68",68,68,28.103691,0.697702741465958,-0.556127571605959,0.741129414842469,0.977105018807992,0.697702741465958,-0.556127571605959,0.741129414842469,0.977105018807992
"69",69,69,28.105357,-0.41499317079242,0.576945030766559,-1.61191844177992,-0.149374848906295,-0.41499317079242,0.576945030766559,-1.61191844177992,-0.149374848906295
"70",70,70,28.107024,-0.375049689078448,-1.12743779773487,-1.59264965898879,-1.03355053860427,-0.375049689078448,-1.12743779773487,-1.59264965898879,-1.03355053860427
"71",71,71,28.108692,-0.288086039875652,-0.73986782286912,-1.83125648206583,-0.176519127621218,-0.288086039875652,-0.73986782286912,-1.83125648206583,-0.176519127621218
"72",72,72,28.110357,-0.288086039875652,-0.208335607550618,-0.173686743372793,-1.62983382812204,-0.288086039875652,-0.208335607550618,-0.173686743372793,-1.62983382812204
"73",73,73,28.112024,0.183173194436885,-0.565030894232303,0.109290305374522,-1.57158052392869,0.183173194436885,-0.565030894232303,0.109290305374522,-1.57158052392869
"74",74,74,28.113693,-0.446200136177462,-0.661937463286676,-1.46399359006716,0.932970651819842,-0.446200136177462,-0.661937463286676,-1.46399359006716,0.932970651819842
"75",75,75,28.115359,-2.41775618917748,1.74537184896193,0.333566810180973,0.513803069086185,-2.41775618917748,1.74537184896193,0.333566810180973,0.513803069086185
"76",76,76,28.117025,0.0489491862827961,-0.627404703774277,-1.21917144668048,-0.609909561946932,0.0489491862827961,-0.627404703774277,-1.21917144668048,-0.609909561946932
"77",77,77,28.118692,-0.292294767889672,1.61182200956677,1.06584396780382,0.71238200000168,-0.292294767889672,1.61182200956677,1.06584396780382,0.71238200000168
"78",78,78,28.12036,-0.0330923304129735,1.23208803282429,0.581902061991327,1.05789475565131,-0.0330923304129735,1.23208803282429,0.581902061991327,1.05789475565131
"79",79,79,28.122023,0.686094682428995,0.39243267376052,0.511631253500002,-2.0921006770019,0.686094682428995,0.39243267376052,0.511631253500002,-2.0921006770019
"80",80,80,28.123691,-0.032231584590004,-1.13057828839867,-1.28614891177502,-2.46744124879397,-0.032231584590004,-1.13057828839867,-1.28614891177502,-2.46744124879397
"81",81,81,28.125358,-0.177164188528315,0.733337674486938,0.500443664599768,-1.90683947584194,-0.177164188528315,0.733337674486938,0.500443664599768,-1.90683947584194
"82",82,82,28.127024,-0.0618220972820974,0.13483977203999,-1.56871372366799,0.668071804365566,-0.0618220972820974,0.13483977203999,-1.56871372366799,0.668071804365566
"83",83,83,28.128692,-0.25597925274315,1.00220664379207,-2.22739343447657,-0.246760693979947,-0.25597925274315,1.00220664379207,-2.22739343447657,-0.246760693979947
